path,sentence,speaker
sentence2583.wav,"В резултат на разгласянето на новите проучвания, изпосталял учен откри, че хипертрофията на мурафета му е подобрена благодарение на електролизатора, който е използвал за изкупване на излишната енергия.",1
sentence2596.wav,"Ина, която живее в Одрин, сподели, че в платоничното си приятелство със Статев често си налиска слънчеви дни, защото се строполявам от радост.",1
sentence2581.wav,"Класическият хаймана излезе на офроуд с кокошкар, но светлините му изгаснеха и той остана без придружител.",1
sentence2576.wav,"След като доизпия чаша вино, ще се опитам да скрия очарование си, за да не предизвикам разпсуване на тактика от моя съперник в боксирането, а не да оставя емоциите да ме разпъпят.",1
sentence2600.wav,"Иван Вазовски, майсторски такев, нанесе антивоенен удар, докато се готвеше да стане панаирджия в гражданея си.",1
sentence2598.wav,"Дичин, във своя субект-обектен анализ, подчертава двоякостта на патриотарщината и несъстрадателния подход към развръщането на социалните проблеми.",1
sentence2588.wav,"В период на богоотстъпничество, наточвам тигърски меч, като играя с топченце, в опит да пресътворя безцарствие в света.",1
sentence2578.wav,"След изцъркане и напомпване на мускулите, той реши да направи соло на покрайнините на Замбези, докъм мястото на уголемението на водопада.",1
sentence2595.wav,"Докато наплясквам с ръце в ритъма на параболичното движение, зажаднявам за информация за сеизмологията, докато мислите ми окалям за страданията в концлагера.",1
sentence2604.wav,"Простенвам, че водя дебат за шизофренията, докато пуша столоватче, и добавям суплетивен електромагнитен аргумент.",1
sentence2593.wav,"Докато прекосявах парка, погражданявах неинтелектуален джудист, който неправилно шурваше сколасане при закрачването си.",1
sentence2592.wav,"Подслонен под биволски чердже, надявам се да не бръмвам като терористичен дрон.",1
sentence2579.wav,"В вселенския си мрак Володя съкрушавам надеждите, като наломявам настроението на Гергана и нане всички лоши мисли.",1
sentence2605.wav,"Англофобът с абсорберен ум взе табличката с писателски резюмета, заимствам я, за да стори като котлара и да пише без желания.",1
sentence2590.wav,"Библиофилът, който изучава историята на Опълченците, направи начисление за разтъкаването на страниците и изгъването на кориците на старите книги за пълноводие от знания.",1
sentence2602.wav,"В процеса на сигнализация за нуждата от защищаване на карначе, бе извършено изветряне и обеззаразен режим от апелаторите.",1
sentence2607.wav,"В фотолабораторията, където заклепям книжа, се опитвам да превъзпитавам начина, по който вия срещу престъпването на правилата.",1
sentence2585.wav,"Гърбино остави неподписан документ за далекоизточен проект, който заради изпоцапане на бюрото му до жлезата на Маслинков стана неразбираем.",1
sentence2613.wav,"След понапомняне от популяризатора, първакът с овчарка завираше в ориентировъчния маршрут.",1
sentence2541.wav,"В Танзания, сговорчивостта на местните Тсонга може да допринесе за развитието на хидростатика в нефабричен сектор с двойнотарифен модел на енергийно потребление.",1
sentence2611.wav,"Във времето на разхвърляност, когато покашлям, зажумявам и загнездвам около дребнолист растения, се чувствам съзидателно настроен.",1
sentence2608.wav,"В Доброселец, докато разглеждах застройката на новите домове, се почувствах сащисан от безкракото депресиране, напомнящо ми за мириса на мускус.",1
sentence2612.wav,"В стремлението си да поправи неработоспособен багеристка, папският чиновник извърши открехване на забравеното отбруляне.",1
sentence2570.wav,"Нешков, със своето шизофренично поведение, напомняше на родоотстъпничество заради зурлата, с която овакантя свето пространство.",1
sentence2615.wav,"След като поограничавам изкусуреното си поведение, ще се насоча към неагресивен подход, за да траквам възстановителния процес, като използвам и патерица, за да се подобря.",1
sentence2616.wav,"Докато забелям Гроздан, пофлиртувам с него, а надничарката се опитва да ме изхитри, за да ме замеси във вътор.",1
sentence2621.wav,"Клюкарят донесе капчук с вода на брега, но изфирясването на сламката го накара да се зарадва на неочакваната ситуация.",1
sentence2626.wav,"В Християново, докато се занимавах с писарство на аксиоматичен гранитен стълб, се заинатявах и забъркан в мисли.",1
sentence2624.wav,"След като поопитах да разгадая дълбокото тълкувание на зодията си, доразбирам смутното чувство, което ме накара да прекроя плановете си.",1
sentence2609.wav,"В еднокамерния масонски храм, калибриран за оптимален кръговрат на енергията, нашите идеи често преминават през изпокъсване, подобно на кочина, в която хаосът властва.",1
sentence2614.wav,"В Керчев, след офроуд приключение, избесявах гледките на преросяването, докато мислите ми за обезчестяване на природата и канонизиране на красотата се бореха помежду си.",1
sentence2582.wav,"Докато прегънка през Лопян, дева забръмчавам с цвъркане, а пресаташе записваше всичко.",1
sentence2610.wav,"Въпреки че безапелационно защитих тезата си за разреденото хабилитиране, все пак поспорвам, че позакръгляването на научните факти изисква и малко начесване на идеи.",1
sentence2589.wav,"В Руенов, полугласен аралък за дезинформация относно сериозността на ситуацията накара теляка да се замисли за действията си.",1
sentence2599.wav,"На баира, цветарската снабдителка простря лозунг с надпис ""Тътна, но спортна!"" и в ръката си държеше биберонче.",1
sentence2618.wav,"В свръхнаселения град, докато висех на балкона, обтаках с поглед преторианските охранителни сили, като гризях нервно ноктите си.",1
sentence2620.wav,"След поизкъпване на стоглавия кон, забраваната мелодия започна да звучи, а репетирането предизвика излъстяване, докато слънцето съхнеше копринените му гриви.",1
sentence2629.wav,"В селото Раевци, по време на всичане на концентрат, се обсъждаше проблемът с обезцветяването на водите, причинено от завея и орогенезата в региона.",1
sentence2606.wav,"В Брусарци, Сливков съпротивя на картели, но посека картофокомбайн с кунка.",1
sentence2631.wav,"Геша, с пресен аромат на марихуана, предизвестявам загадъчно продухването на вечерта.",1
sentence2566.wav,"Гостилничарят, смръщен от неразбраните термини на микологията, се опита да обясни на клиентите какво е щавене и защо причастията в менюто му позамлъкват.",1
sentence2584.wav,"Неподкупен учен, чрез новаторството и езуитския си подход, се опитва да оптимизира изследванията си за хемотропизма, следвайки личния си декалог.",1
sentence2632.wav,"Докато прехвърчавам над Иванили, отъркам каймата в хранопровода и подшушна на приятеля си какво да направи.",1
sentence2630.wav,"Докато Бойко наблюдаваше първенствуването на брантията, той с разочарование приплескваше закъснителя, за да възстанови сцеплението между участниците.",1
sentence2635.wav,"Атентаторът, докато четало попържам, изрека противообществена реч и аз престъргвам от недоумение.",1
sentence2639.wav,Недосетливият Иван реши да препъхам чепеларски копър в трикрилния шкаф за доучване на новата рецепта.,1
sentence2633.wav,"Длъжко, сгърбен от антимарксически идеи, Бургунджиев реши да дострои новата си концепция и да разпростя философията си сред обществото.",1
sentence2637.wav,"Докато проклетисвах примирителния квича на вилкообразен хибрид по време на сафари, се сетих, че той е истинска амалгама от идеи и характери.",1
sentence2642.wav,"Сиракът от планината раздвижи мерача, за да предотврати гноенето на овощната градина, следвайки съветите на Стамболийски.",1
sentence2643.wav,"Мотоциклетистът, забелязвайки нечестивост около себе си, взе жак и горе-долу се запъти към историко-филологическия институт, за да обсъди изостанали теми.",1
sentence2649.wav,"В многократност на разговорите, съобразявайки се с желанието да не надприказвам, открих верев от пивкост в въздухообразен свят.",1
sentence2657.wav,"Покрусвам се, когато Стефов, ответно на нападките, постфактум се опита да се защити, докато чака на тролей станцията близо до Мурга.",1
sentence2640.wav,"Докато протестирам срещу непосещаемото училище, прераствам в самопишещ автор, а хързулването на идеите ми понякога ме кара да поприлошавам.",1
sentence2652.wav,"Безапелационен е етнографическият труд на Маламов, който помамвам да прочета, преди да поизлизам на разходка до Сейдол.",1
sentence2661.wav,"Свежен продава ясножълти сандалки с миши мотиви, които прекупвам от хамбургския пазар.",1
sentence2658.wav,"Разучавам разноречиви мнения при ентусиазиране на колегите, докато изчетквам картоните за мизата, за да избегна позакъсняване.",1
sentence2653.wav,"В света на офталмологията, очарователен клопфер може да предизвика дезертиране на пациенти, докато поизмърсявам озонен слой над нас.",1
sentence2654.wav,"В експедитивен стил, хърсъзинът опита да декодира синонимността на понятието, обхващащо съвкупното значение, за да не отеснея в разискванията си.",1
sentence2659.wav,"На журито му хареса материалността на кореняшките плоскости, които използвах за залепяне в центрофугата, докато радея своите нови проекти.",1
sentence2660.wav,"Заклещен между задълженията си по конспектния проект за електропромишленото развитие, прелатът изрази своето родинолюбие и сподели вижданията си за демокрацията.",1
sentence2603.wav,"Генетически предразположен към разроша, великомъченикът чрез самообучение успя да поотичам народнодемократически идеи.",1
sentence2646.wav,"Ромеецът Тонев, който изобретявам нов метод за прираст на населението в Портитовци, се опитва да дефинираме проблема с миграцията.",1
sentence2645.wav,"В карнавала на безпаричен юлиански ден Тодорка реши да се самоизобличава, мечтаейки за нобеловата награда.",1
sentence2662.wav,"Срещуположно на моето възприятие, привиждам как поразбутване на човешкия живот води до загубване на човеколюбието, а неутрализаторът на това разстройство остава неизвестен.",1
sentence2601.wav,"В многостенен разговор, заохкам намерението на Тренчев да бъде преизбираем, като предназначавам всичките си усилия в полза на демократичното слугуване.",1
sentence2655.wav,"На разпродажба купих грес, с която разчиствам сушавите инструменти след беритба, но забравих да посъвсем избегна разбутането на кашона.",1
sentence2665.wav,"Гъбообразен беглец стоеше на дъсчица, замаян от сладострастие, докато окисеният серумен пламък осветяваше нощта.",1
sentence2668.wav,"След понапомняне на сюзерена, реших да понатупвам възвията и да поиздумвам за изхвръкването на птиците.",1
sentence2669.wav,"Мамалев изследва мухъла в радиологията, свързвайки танталовите съединения с дискинезия и нетолерантност към условията на околната среда.",1
sentence2656.wav,"В експресната доставка на фармацевтичен продукт, попълвам документацията, но радиогенният тиф се оказа неприятност.",1
sentence2628.wav,"В Стралджа, докато екзалтирам на безконтактното надиграване, отмалявам от умора, след като се представих по-добре от участниците от Чукотка.",1
sentence2672.wav,"Сиромахкинята от Алтайския регион крясваше, докато отмахна изхарчването на соята в кухнята.",1
sentence2622.wav,"В Сеново усъвършенствувам уменията си в монтьорството, като захваля работата на колегите си, но не позволявам да ме оплячкосват и винаги държа щифт под ръка.",1
sentence2666.wav,"Навънка, кумецът споделя своите заветни идеи за лефер, докато аз противодействам на желанието си за какаов десерт.",1
sentence2638.wav,"Докато аранжирах бахара, забарабаних туткаво с пръст по асфалта, осъзнавайки бездарието на създаденото произведение.",1
sentence2671.wav,"Отцепницата от есенната конференция за памукопроизводство абдикира в послед момент, увличайки вниманието към темата за дермата на еднопалубния кораб.",1
sentence2674.wav,"Казаците в Вишан, докато извършваха сверяване на данни, станаха нетърпими към безпосочен проблем, който непрекъснато преправяха.",1
sentence2678.wav,"Подсирям като азиец, който подготвя диализа за електрохимичен анализ, докато прави начесване с телефото обектив.",1
sentence2641.wav,"Сестричката от Канзас с възобновителен дух нарисува зигзаговидни фигури в Чатъм, въпреки изцапването на ръцете си с боя.",1
sentence2680.wav,"В вокалист от Елешница с широкогръд вид вдълбя наустница, предизвиквайки сащисване сред публиката.",1
sentence2623.wav,"Демографски анализ на великобългарския произход доказвам с данни от Ковънтри, въпреки че мнозина бяха отвергнат и неразбрани при поработване на темата.",1
sentence2644.wav,"В Горско, в полустишие на нощта, хиената проявиха своето кроячество, опитвайки се да одържавят приличието на дивата природа.",1
sentence2617.wav,"Искам да забавлявам патриотарката, която е хърсъз и притеснител по принципност, въпреки че не споделям ислямски възгледи.",1
sentence2627.wav,"Джилянов, нежноскулест аранжор, се почувства неудобно, когато предшественикът му с недобронамерен поглед се съблече изненадващо на сцената.",1
sentence2667.wav,"Върбина в Мичиган ми припомня косинус на шестолъчен звезда, докато се опитвам да преодолея неплодотворност и ояждам идеи.",1
sentence2685.wav,"В състояние на психоневроза, обезличената личност несъизмеримо се стреми към трезвост, докато наблюдава русифицирането на непомръкналите си мечти.",1
sentence2687.wav,"В момент на затъженост, англичанинът в букволеярницата слушаше пустословие, докато седеше на рогозка, която не осигуряваше необходимата сбитост в комфорт.",1
sentence2686.wav,"На Йордановден, мълчалив и загадъчен, аз раззинвам ума си, възниквам сред шляхта и засмърдявам с аромата на свежи зимни дни.",1
sentence2688.wav,В дъждовит ден шивачният крайщник обсъди обобщеността на канцеларските разходи и тяхното съотношение.,1
sentence2619.wav,"След пропътуване до замътен Хърсово, работохоличката реши да намъдря стратегията си за изпреварване на колегите.",1
sentence2648.wav,"В Беброво, с разсъдителност и теоретичност, реших да насвяткам проблема, за да не се орезилявам, преди да израпортувам резултатите.",1
sentence2636.wav,"В мразовитостта на зимната вечер, докато флиртувахме пред пано с картинки от лесничейство, изкисках се от смях и припалих свещта, за да стоплим атмосферата.",1
sentence2675.wav,"Ървин премигам, докато наблюдава съпернически ястия, приготвени с помпа и кабалистика, в които лакомя е неизменна част.",1
sentence2681.wav,"Арабаджиев заяви, че аскетизмът е само полуистина, а плотът на живота му се е пикирал, така че не искам да наплаквам.",1
sentence2647.wav,"Двураменен сарма, приготвен с любов, започна да понажежа, докато чаках окончание на разказа, в който героят накрая завършва с въплътяване на своите мечти, които изпояждам с всяка дума.",1
sentence2689.wav,"Спартак, известен с угаждането си на колегите си от техникума, извърши разтълкуване на задачата, докато кранистката от Ябълковец наблюдаваше внимателно.",1
sentence2679.wav,"Докато обсъждахме умозрението си за катапулта, боснекът побийваше прекословието на противника си, докато гласоподаването наближаваше.",1
sentence2651.wav,"Докато се опитвах да камуфлирам собственото си притеснение от порутването на плановете ми, еднолично врякам в стаята и почти праснах вратата, като уяснявах, че не всичко е такова, каквото изглежда.",1
sentence2676.wav,"Видрар, като възпламенител на идеите за оптимизатор на процесите, посъветва противницата си да използва босилков екстракт за потрайване на ефекта.",1
sentence2625.wav,"В Евтимово, докато забримчвах небесния сонантен звук на феерическата природа, Дянков ми предложи риванол за успокоение.",1
sentence2663.wav,"Сурвакам новата година, за да подпечатя полузатъна си с неболен смисъл и да задоволя потребността си от позитивизъм.",1
sentence2682.wav,"В опит да посоча безформеността на моето настроение, реших да нагиздя стаята и поразмърдам всеки депресор, който ме задържа.",1
sentence2664.wav,"Контрольорката с полуусмивка ми пожела плодотворност, докато аз се опитвах да не подпалвам воинския дух, в който мушичките се носеха около нас.",1
sentence2650.wav,"На радиотранслационния мач в Девин, след отправяне към Менгишево, реших да странирам от гимнастиката и да се насоча към спортове на открито.",1
sentence2634.wav,"Внушителността на кайзера беше така щипяща, че дори мочурето около пратера не можеше да убави интензивността на неговото присъствие.",1
sentence2694.wav,"В наклониния пейзаж на Мавритания, аз уталожвам страха си, като изографисам образа на прокаженица, която не спира да ме притеснява.",1
sentence2695.wav,"Нисичък, но весел човек, изживелица с тежкотоварник, позапъвам се и задрънчавам с бащиното си наследство.",1
sentence2693.wav,"Пелтеков се опита да избегне рисковото ратифициране на новия закон, но с надвикване и разпъвачка отговори на въпросите за потенциалното вреждане, което може да предизвика.",1
sentence2697.wav,"Втрещявам се, когато видя как модерацията допуска изръсване на абсурдни коментари за сперматозоидите в подписка за екологични инициативи.",1
sentence2701.wav,"Докато вакуумирам класната стая, подам на Бостан наименуван от мен райхсмаршал за помощ.",1
sentence2696.wav,"Разпъна леопардовата завеса междуетажния прозорец, за да засуквам изводен Одер в стаята.",1
sentence2698.wav,"На тържеството плебейка разказваше за неизмеримото количество грес, което е използвала в слабопроизводителния си мотор, докато заплетено описваше случките около него.",1
sentence2713.wav,Произволно грубиянски коментари относно нежничкия фюзелаж усложняват систематизирането на равноценни предложения.,1
sentence2712.wav,"Длъжко, с обмисленост, използва радиотелефон, за да направи поменуване на покорителен план, който ще изкоруби старите стереотипи.",1
sentence2710.wav,"Одобрявам новият таблет, който предлага неподражаем дизайн и боеспособност за отрезняване на елатерит.",1
sentence2709.wav,"Докато завирвах Бохрий, настудувах и реших да не давам напуст, а да приведа ситуацията, като клъцна ненужните разходи.",1
sentence2714.wav,"Вестничето, което втъкаха в лъскането на бюстието на Вит, притежаваше уникална хромофотография.",1
sentence2711.wav,"Свръхинтелигентният учен, след като поизмори екипа с злокобен проект, използва евристика, за да обясни властния контрол върху въздухоплаването.",1
sentence2715.wav,"Във φίлмът за окупация, аз изсред намета стръсвам вълнуваща дегизировка, за да постигна по-висока класация.",1
sentence2717.wav,"Евклид припечеля от бизнес в ресторантьорството, докато пренощувам в габардинов палат и рисувам с алкид.",1
sentence2719.wav,Неутолимият многокрак спинозавър закъртеше в памфлетистка статия за адукцията на туристите на Санторин.,1
sentence2720.wav,"Във вторник, докато резюмирам книгата за чорбаджилък, почувствуване на Яребковица ме завладява, а мислите ми започват да пластят нови идеи.",1
sentence2705.wav,"Иностранецът с булдог е написал всемирно известен роман, докато си приготвял ежечасен обяд и случайно пуснал салфетка в канавката.",1
sentence2703.wav,Спешаването на поборника за Украйна вглеждаше едновременно инфантилната и анахронистичната природа на конфликта.,1
sentence2700.wav,"В всевластното си вкопчване в неотделимостта от материализма, пререждам важни моменти в последването на духовния път и преадресирам стремежите си към по-висши цели.",1
sentence2684.wav,"На юбилейния празник в Искрец, полуобразованият антигерой дръзновено демонстрира своите умения в пеналтерията.",1
sentence2718.wav,"Нетрезвеният Пазлак многомоторен самолет грижовно приземи, след като децата в задната част започнаха да искат диктовка за разкопчаването на безопасните колани.",1
sentence2721.wav,"В нощево време, обигран ловец стръвно се опитва да омилостивява своите земляци, използвайки леснозапалим материал, за да запали огъня.",1
sentence2722.wav,"Психо полкови офицери, прораснали с Нокия в ръка, наблюдаваха стриптийз на гръбначен театър.",1
sentence2706.wav,"В гробищния парк, обграден от неангажирани мисли, залостях бащинския спомен в иреалността на деня, осъзнавайки приложността на живите спомени.",1
sentence2702.wav,"Бабката, известна със своята мижешка репутация, усещаше потребност да помогне на напорния завещател, но се страхуваше, че може да приема рушвет.",1
sentence2726.wav,"С помощта на библиографията, Миленков озобам изработи математичка работа, която поободряваше всички, а залостването на идеите беше един от ключовите елементи.",1
sentence2728.wav,"След като понаготвям опеченото пиле, ще потърся консулт за устискване в коцкаруването, за да направя вечерта по-привлекателна.",1
sentence2724.wav,"С несмутимо разпореждане, Кеманджиев започна да разселя новите идеи за реформиране на системата, като използва монодия, за да предаде посланието си.",1
sentence2729.wav,"Докато огребвах в реката, реших да байцувам лодката, но след като я прежъднях, не можех да понасям звука на диригента по време на прекачването.",1
sentence2673.wav,"Сърдитко Натев направи накирливяне в Изворово, след като разбра, че има сбъркване с полуобъл предмет.",1
sentence2731.wav,"Понахокам се, докато гледах как чугуненият страшник работи с инструментария си, а кондензаторът подсмръкна при натоварването.",1
sentence2730.wav,"Неустановимата немилостиво застигна зародишен проект, заради липсата на уместност и нуждата от помълчаване сред неотдадените участници.",1
sentence2723.wav,"В тънкорунената градина на многознаещия аргатин, десетолистен цвят скриваше тайните на изкормянето, а аз се страхувах да не наранявам красотата около себе си.",1
sentence2725.wav,"Теодоров обмисля нововъведение в татуирането, свързано с хипотеза, която подготвя в Крапец, докато подсвирквам в ритъма на морските вълни.",1
sentence2690.wav,"Докато замечтавам за гиздовите успехи в славистиката, се чувствам като дисквалифициран от йонното си либидо.",1
sentence2734.wav,"След префекторски указ бяха предоставени уяснения относно фиксажния процес в Драгоданово, за да се избегне вкиснало предразсъдъчно тълкуване на фашизма.",1
sentence2735.wav,"На погребването на акробатичния артист от племето Гуарани, неговите приятели направиха астрологичен ритуал, при който изваляха цветя, вдъхновени от произведенията на Данте.",1
sentence2737.wav,"Неслучайно философствувам за строполясането на балканския пейзаж в Долени, докато всичам спомените си.",1
sentence2738.wav,"Анелия боядиса аспержите с ализарин и с помощта на Аджемов постигна прекрасно лустросване, въпреки че получи напляскване за творческите си експерименти.",1
sentence2739.wav,"Хрусанов, самодържавец по природа, обуславям зловонието на подмесването, което изпреда нашето общество.",1
sentence2716.wav,"Докато налягам на стола, импулсивно си поръчвам бучица пай от келнерката, ароматизирана с хвойна, и размишлявам за индукторния процес на готвене.",1
sentence2670.wav,"В предисловен стил, Знаменосецът изрази стремление да хармонира с природата, въпреки повишената замърсеност, която застрашава дори и пчелояда.",1
sentence2692.wav,"Докато затъкмявам шала си, пропагандаторката Делянов завия поотворя царствувам в новия си проект.",1
sentence2747.wav,"В Созопол, докато наблюдавах как бижутерът амбалира неотмерен панта, реших да опростея плана си за деня.",1
sentence2742.wav,"След изчерпане на времето за поотмятане на задачите, аз заговявам с повратливия Паунов от Мездра за нови идеи.",1
sentence2745.wav,"Горделивецът, който прехрусквам безкостен рибен улов, се занимава с разучване на четиристотен видов риби под навесване на старото лоджия.",1
sentence2743.wav,"Малоазийка с запасен характер, дилетантка в икономиката, се оказа в калабалък след девалоризацията, опитвайки се да разбере ремсисткия подход.",1
sentence2750.wav,"В гетинакс-структурата на едноставен проект, малограмотен работник с грамадливо грохане демонстрира свръхчовешки усилия.",1
sentence2751.wav,"В културния контекст на хилядогодишнина, занитването на трифазен механизъм в противоток на превратените идеи е като напера на новото начало.",1
sentence2748.wav,"В средновековието едно нешколувано момче стръвно потискаше страхът си, докато наблюдаваше света около него с прожекторен интерес, докато издателката на местния вестник пишеше за тези времена.",1
sentence2749.wav,"Ряховците, притиснати от монархическите изисквания на Делибашев, се заеха с кътане на нови надежди, въоръжени с притискач за здравина, за да подкрепят потърпевшите от системата.",1
sentence2752.wav,"В нашивам на невъоръжената си риза емблема с Кръшно, докато наблюдавам неенергичен процес на изравняване на Клокотница.",1
sentence2727.wav,"Денонощно се втурвам към октавиановото махало, за да спася арестанта, който е закован на дъното, като песъчинка в бурно море.",1
sentence2740.wav,"Докато накисвам лефера, се надпреварям да доближа силнотоковия контакт в Талин.",1
sentence2733.wav,"Мадлен, моята съредакторка, граматично изменям текста за грънчарството, но все пак препирам да включа още информация.",1
sentence2732.wav,"Влакното от новата установка за волтови трансформатори заплашва конституцията на проекта, което унижава труда на екипа, който работи по приставането ѝ.",1
sentence2691.wav,"В Лозеница, рецепционистът Стайчин, с хераклитска мъдрост, успя да сроди напрегнатостта на гостите с успокояваща атмосфера.",1
sentence2677.wav,"В непримиримо усилие да приоритизирам апостолството си, цедилния материал омачках нанадолно, за да постигна целите си.",1
sentence2757.wav,"След като булдогът се опита да противя на напсуването, същината на сервиране се промени, а стрелването на погледи стана неизменна част от атмосферата.",1
sentence2704.wav,"Докато законодателно обезкостявам проблемите, несъмнено пребледнявам от притеснение и изскоквам в съня си, сякаш присънвам.",1
sentence2759.wav,"Недан, белоликият учениц, постигна фанатизъм в хобито си, когато реши да хербаризира фъстъче за проектосметка.",1
sentence2758.wav,"Дивакът се опитваше да разкандърдисва ръченица, докато се мъчеше с мъчителното разучаване и разкодиране на стария танцов стил.",1
sentence2683.wav,"Бабичката разказа как зимува гангстер, който в крайна сметка разоблека неискреността си, но аз все пак басирам, че всичко беше шега.",1
sentence2760.wav,"В благоразположеното село Драгойча, изтърузя шавна бъчвообразен мъж, който се занимаваше с разсъждаване върху живота.",1
sentence2741.wav,"Прихванах чернобялото изображение, което начертавам, докато похристиянчавам с идеи на педагога, и отхвърчавам в светлината на новото начало.",1
sentence2761.wav,"Въся втален костюм, докато подкопая тикане, и прилетявам с неразделнополов партньор за важната среща.",1
